sequence_length	hydrophobicity_full	density	radius_of_gyration	sphericity	surface_area_to_volume_ratio	euler_characteristic	inradius	circumradius	hydrodynamic_radius
2484	"(-2.53, 1.38, 28.890000000000065, 0.011630434782608721)"	0.141271232	79.82385295	0.770812592	0.062188224	-232	38.832203	159.88873	62.584142
450	"(-2.53, 1.38, 9.180000000000014, 0.02040000000000003)"	0.987255999	15.89844742	0.910571473	0.176541974	-196	14.789534	28.644703	18.66204511
2025	"(-2.53, 1.38, 71.46000000000005, 0.03528888888888891)"	0.47265524	29.23564718	0.870304534	0.088834282	-208	31.639673	72.601585	38.80336705
357	"(-2.53, 1.38, 49.81000000000001, 0.13952380952380955)"	0.753999686	15.67476182	0.869360452	0.184653725	-139	13.146512	36.067513	18.68802047
1986	"(-2.53, 1.38, -50.84999999999991, -0.02560422960725071)"	0.161317977	37.67851951	0.88156507	0.061710234	-211	47.8252	86.29769	55.14544999
462	"(-2.53, 1.38, 90.95000000000002, 0.1968614718614719)"	0.240350205	31.35668154	0.736470687	0.138421909	-139	19.591494	75.800804	29.42801399
1281	"(-2.53, 1.38, 31.44000000000004, 0.024543325526932117)"	0.458413491	25.26850872	0.898872869	0.098578468	-247	26.784147	50.923256	33.85641103
420	"(-2.53, 1.38, 23.03000000000002, 0.05483333333333338)"	0.530045359	22.10139097	0.773437723	0.175143857	-103	17.418745	47.556927	22.14629067
2340	"(-2.53, 1.38, 183.43000000000006, 0.07838888888888891)"	0.55747538	27.73170141	0.871908008	0.089702028	-193	28.216925	70.224625	38.35732623
3834	"(-2.53, 1.38, 71.13000000000011, 0.01855242566510175)"	0.340006538	51.21372846	0.851399624	0.064802152	-238	43.550797	97.05797	54.37488726
3759	"(-2.53, 1.38, -306.94999999999993, -0.08165735567970203)"	0.130205235	56.55497642	0.937395296	0.043343011	-310	61.920326	118.80996	73.83791165
1299	"(-2.53, 1.38, 112.70000000000005, 0.08675904541955354)"	0.237938905	40.6781952	0.807827544	0.087979778	-187	28.835333	92.03012	42.21042626
1104	"(-2.53, 1.38, -24.96999999999995, -0.02261775362318836)"	0.159374372	38.79401409	0.888877859	0.073959969	-307	36.238445	70.03102	45.63336006
3288	"(-2.53, 1.38, -25.279999999999866, -0.007688564476885604)"	0.205342774	40.78630757	0.908735901	0.05477417	-238	56.231983	88.675064	60.27091155
1995	"(-2.53, 1.38, 108.18000000000006, 0.05422556390977447)"	0.228456271	38.99318433	0.915630351	0.066054687	-235	40.372936	71.97516	49.60179984
1953	"(-2.53, 1.38, 75.90000000000008, 0.038863287250384064)"	0.109926958	46.92482063	0.917105616	0.054372867	-328	52.020744	95.72718	60.16164006
381	"(-2.53, 1.38, 19.17000000000001, 0.05031496062992128)"	0.235827455	29.3385051	0.743828944	0.143860809	-103	20.335165	73.508736	28.03533063
678	"(-2.53, 1.38, 119.84000000000003, 0.17675516224188795)"	0.327000942	50.75714277	0.699193289	0.139053897	-127	20.967985	121.25432	30.8560861
654	"(-2.53, 1.38, 7.540000000000023, 0.01152905198776762)"	0.881342723	17.57960892	0.916303192	0.148364273	-184	19.142107	32.869072	22.06747896
1626	"(-2.53, 1.38, -33.329999999999934, -0.020498154981549777)"	0.385912696	35.35321114	0.854586847	0.090016972	-211	29.372633	73.23595	38.99784858
1212	"(-2.53, 1.38, -38.549999999999955, -0.03180693069306927)"	0.091173911	50.46351645	0.874957364	0.061200357	-292	41.55979	89.363976	56.0248124
1707	"(-2.53, 1.38, -110.02999999999994, -0.06445811364967777)"	0.112147504	44.89669908	0.930360971	0.055727092	-295	47.54523	82.166664	57.86332521
1536	"(-2.53, 1.38, 44.74000000000005, 0.0291276041666667)"	0.502900641	27.51479391	0.880652405	0.097308077	-226	29.792507	61.31452	35.00804329
420	"(-2.53, 1.38, 48.390000000000015, 0.11521428571428576)"	0.580208453	22.96565494	0.770918689	0.180496771	-157	13.966859	66.99595	21.55972626
1659	"(-2.53, 1.38, 98.66000000000005, 0.059469559975889125)"	0.193138818	35.92580813	0.896988467	0.068691173	-232	43.56962	77.48129	48.68929233
2703	"(-2.53, 1.38, 42.3100000000001, 0.015652978172401074)"	0.588235865	34.3802817	0.87917006	0.085140636	-265	31.750465	74.03484	40.07850136
1038	"(-2.53, 1.38, 90.65000000000003, 0.08733140655105977)"	0.422438037	23.96294779	0.866120661	0.106509741	-145	23.888807	56.686146	32.52022388
729	"(-2.53, 1.38, 83.22000000000003, 0.11415637860082309)"	0.265966267	29.45850934	0.825677618	0.109205261	-133	23.282833	74.02405	33.27110159
6813	"(-2.53, 1.38, 300.06000000000023, 0.04404227212681641)"	0.362769759	51.56998388	0.902309805	0.052236946	-280	52.38796	93.71236	63.6484452
2199	"(-2.53, 1.38, 61.61000000000007, 0.028017280582082797)"	0.236471414	36.13828463	0.903941636	0.065957539	-241	36.278873	76.51204	50.31719474
3348	"(-2.53, 1.38, -159.6399999999999, -0.047682198327359586)"	0.12826173	51.68407356	0.944317581	0.044391839	-361	61.924606	92.80664	71.5648949
4173	"(-2.53, 1.38, 58.200000000000145, 0.013946800862688747)"	0.286161121	60.90763166	0.841018477	0.061027358	-283	43.594498	123.07774	58.45089232
2265	"(-2.53, 1.38, 164.68000000000006, 0.07270640176600444)"	0.560177578	34.58863194	0.869136391	0.090272082	-241	28.393639	63.514275	38.23665226
4719	"(-2.53, 1.38, -274.1899999999999, -0.05810341173977535)"	0.156488037	46.87767197	0.935578603	0.043245687	-292	60.991306	96.31052	74.14778409
921	"(-2.53, 1.38, 51.42000000000003, 0.05583061889250818)"	0.903959933	18.45361977	0.928353494	0.133091738	-175	20.072466	40.065758	24.28045289
273	"(-2.53, 1.38, 32.510000000000005, 0.1190842490842491)"	0.473050576	22.89937116	0.798158931	0.184922762	-145	16.520168	49.72002	20.32551257
2385	"(-2.53, 1.38, 28.020000000000092, 0.011748427672956013)"	0.375652225	32.4384676	0.8849046	0.075879021	-271	36.67849	75.7159	44.67896274
1092	"(-2.53, 1.38, 28.610000000000046, 0.02619963369963374)"	0.142177186	37.72255932	0.874394249	0.072782432	-199	40.39936	74.95148	47.13976349
1185	"(-2.53, 1.38, 112.61000000000004, 0.09502953586497893)"	0.542765799	23.88821893	0.839497522	0.115166647	-130	18.280571	80.65859	31.02952387
6213	"(-2.53, 1.38, 298.49000000000024, 0.04804281345565753)"	0.389874887	48.29479684	0.917365106	0.054879693	-295	48.22593	90.2897	59.58917359
375	"(-2.53, 1.38, 14.450000000000014, 0.03853333333333337)"	0.817438874	15.80622832	0.886171804	0.182386591	-139	15.209182	29.56696	18.56138679
813	"(-2.53, 1.38, 43.09000000000003, 0.053001230012300164)"	0.522712434	24.16941038	0.826727457	0.129332998	-187	17.668869	87.94468	28.05753716
408	"(-2.53, 1.38, 21.100000000000016, 0.05171568627450984)"	0.285509168	28.54326367	0.773769193	0.143257429	-142	13.867941	57.038284	27.06404247
1992	"(-2.53, 1.38, 128.08000000000007, 0.06429718875502012)"	0.540424621	26.64456434	0.870977757	0.093739017	-235	27.65732	76.275185	36.74462298
744	"(-2.53, 1.38, 185.84000000000003, 0.24978494623655917)"	0.338543564	104.450414	0.507007473	0.188316292	-211	13.693294	188.14641	31.42092743
600	"(-2.53, 1.38, 40.54000000000002, 0.0675666666666667)"	0.537139588	23.81763708	0.784157793	0.153623039	-157	16.78152	71.749626	24.90356035
1710	"(-2.53, 1.38, -19.599999999999927, -0.011461988304093524)"	0.61441556	24.5748242	0.884375808	0.101703636	-175	26.571768	52.501278	33.35399965
1284	"(-2.53, 1.38, 36.93000000000005, 0.028761682242990694)"	0.623657834	22.41543215	0.89399179	0.10927945	-172	22.94673	57.104095	30.70783687
390	"(-2.53, 1.38, 59.69000000000001, 0.15305128205128207)"	0.354352463	28.62004205	0.714949468	0.171632551	-106	16.342901	73.62868	24.44816392
5832	"(-2.53, 1.38, -174.54999999999984, -0.029929698216735228)"	0.29390149	50.05060489	0.894127235	0.051822485	-304	57.25227	93.924614	64.74462143
573	"(-2.53, 1.38, -11.199999999999978, -0.01954624781849909)"	0.777500703	18.5835638	0.895143161	0.153590436	-208	16.790232	34.62946	21.82049426
1827	"(-2.53, 1.38, 48.050000000000054, 0.026299945265462536)"	0.353043274	35.92783417	0.902409752	0.079615115	-229	30.318476	69.80226	41.7562943
6345	"(-2.53, 1.38, 594.2800000000002, 0.09366115051221437)"	0.146366052	74.98850598	0.823446041	0.043206812	-298	58.741905	168.7816	84.32063782
378	"(-2.53, 1.38, -0.47999999999998444, -0.0012698412698412286)"	0.300264765	23.19586026	0.844951507	0.138069832	-103	23.529879	53.64135	25.71524542
2586	"(-2.53, 1.38, 32.730000000000075, 0.01265661252900235)"	0.234572514	38.10696484	0.910613801	0.062092104	-247	41.983643	86.043655	53.05797211
5874	"(-2.53, 1.38, -596.2699999999998, -0.1015100442628532)"	0.139764827	61.97059171	0.958712987	0.037658168	-415	69.93505	99.862404	83.09472479
549	"(-2.53, 1.38, 45.98000000000002, 0.083752276867031)"	0.447452781	22.36748071	0.819055113	0.142036208	-133	17.230148	52.431854	25.7874893
372	"(-2.53, 1.38, 31.49000000000001, 0.08465053763440862)"	0.835327067	15.66872157	0.888890794	0.185231428	-160	14.317706	30.777475	18.2204111
1752	"(-2.53, 1.38, 53.69000000000006, 0.030644977168949806)"	0.319406019	33.78115073	0.90556617	0.078722953	-223	33.83535	63.619648	42.08232156
3261	"(-2.53, 1.38, -586.2199999999998, -0.17976694265562704)"	0.102598692	60.54108605	0.94854883	0.042480358	-358	63.426247	103.40286	74.45149016
1941	"(-2.53, 1.38, 17.680000000000085, 0.009108706852138116)"	0.08139536	81.52317706	0.78407977	0.055036477	-313	40.666706	172.90913	69.52009825
570	"(-2.53, 1.38, 12.220000000000017, 0.0214385964912281)"	0.451829361	26.17945217	0.850649797	0.136475199	-157	24.409668	50.354305	25.84144031
1194	"(-2.53, 1.38, 31.840000000000035, 0.026666666666666696)"	0.447618121	27.71801667	0.806691056	0.111126727	-157	23.144773	66.83568	33.46535909
1380	"(-2.53, 1.38, 143.59000000000006, 0.1040507246376812)"	0.519596742	26.79812213	0.882386549	0.103782424	-178	26.390684	52.884563	32.7595982
1098	"(-2.53, 1.38, 115.11000000000004, 0.10483606557377052)"	0.691319201	20.73308363	0.909918702	0.1193405	-166	24.006248	47.729523	27.62681443
300	"(-2.53, 1.38, 37.42, 0.12473333333333333)"	0.242649882	28.33506448	0.782503099	0.150432867	-148	22.21737	60.947548	25.48545885
354	"(-2.53, 1.38, 17.380000000000013, 0.04909604519774015)"	0.619338905	19.32171941	0.80235468	0.186812939	-94	9.785636	42.287693	20.01464598
594	"(-2.53, 1.38, 5.7800000000000225, 0.009730639730639768)"	0.475980672	21.16788209	0.854059776	0.137056697	-181	19.762447	45.55932	25.62906273
654	"(-2.53, 1.38, 37.800000000000026, 0.05779816513761472)"	0.524056245	23.01309452	0.853481781	0.135057159	-187	16.421087	56.755543	26.02611782
864	"(-2.53, 1.38, 67.23000000000002, 0.07781250000000002)"	0.789964547	21.03018783	0.907685415	0.133176963	-196	20.305244	43.849472	24.81742909
918	"(-2.53, 1.38, 63.520000000000024, 0.0691938997821351)"	0.137123483	45.01298354	0.840216946	0.078668276	-148	32.169758	97.801834	45.38686479
924	"(-2.53, 1.38, 80.72000000000004, 0.0873593073593074)"	0.400366837	26.61353964	0.818776529	0.116520719	-223	21.897732	68.914215	31.44508083
1761	"(-2.53, 1.38, -23.81999999999993, -0.013526405451448)"	0.096603639	48.53413063	0.936307068	0.052069615	-295	55.107357	90.71548	61.53448788
273	"(-2.53, 1.38, 32.52000000000001, 0.11912087912087915)"	0.980754188	13.15738993	0.887947536	0.220204724	-136	12.430387	23.765585	15.3428951
1923	"(-2.53, 1.38, 205.83000000000007, 0.10703588143525744)"	0.572083991	29.73209255	0.869710014	0.096918006	-253	26.455421	62.12441	35.5911741
2334	"(-2.53, 1.38, 129.32000000000005, 0.055407026563838925)"	0.277862809	43.01783269	0.890674217	0.06890981	-262	32.746662	91.11811	48.87888823
579	"(-2.53, 1.38, 65.30000000000001, 0.11278065630397238)"	0.581350855	22.25603356	0.865440481	0.144668366	-154	16.56145	50.719612	23.9613053
903	"(-2.53, 1.38, -1.0799999999999628, -0.0011960132890365036)"	0.293479735	36.21621421	0.816968778	0.105971572	-205	26.609589	62.246223	34.65184938
933	"(-2.53, 1.38, -83.94999999999996, -0.08997856377277595)"	0.128349829	38.1582462	0.870876487	0.074835559	-169	33.92822	84.08001	46.03166465
588	"(-2.53, 1.38, -21.109999999999978, -0.03590136054421765)"	0.344255329	25.48760426	0.833877852	0.123775713	-139	21.601408	57.511158	29.06587355
903	"(-2.53, 1.38, -0.6499999999999773, -0.0007198228128460435)"	0.606391565	23.53047892	0.832650475	0.131056936	-214	19.088959	71.9812	27.49150458
591	"(-2.53, 1.38, 4.890000000000024, 0.008274111675126943)"	0.32301041	30.08086565	0.766729944	0.132640734	-184	26.81343	57.09724	29.49863446
720	"(-2.53, 1.38, 8.440000000000033, 0.01172222222222227)"	0.144264707	36.05710283	0.852827152	0.088521041	-151	28.242483	59.113384	39.73870617
1620	"(-2.53, 1.38, 45.91000000000007, 0.02833950617283955)"	0.350368089	36.45220715	0.869345905	0.087722722	-238	31.654863	71.517525	39.3383863
1689	"(-2.53, 1.38, 194.62000000000006, 0.11522794552989939)"	0.374330377	33.30119671	0.892972136	0.083941669	-262	34.454514	59.701843	40.02264142
4200	"(-2.53, 1.38, 458.5600000000001, 0.1091809523809524)"	0.091407284	65.74490309	0.942854795	0.037729899	-382	68.12687	113.40119	84.33168886
3660	"(-2.53, 1.38, -74.2899999999999, -0.02029781420765025)"	0.186308116	55.03752062	0.874716406	0.053517513	-295	43.62273	110.84427	64.08524696
1065	"(-2.53, 1.38, 74.89000000000004, 0.07031924882629112)"	0.129937861	38.31604087	0.903616927	0.069409442	-262	39.42783	63.58185	47.83197816
243	"(-2.53, 1.38, 45.86000000000001, 0.18872427983539097)"	0.932331357	12.87124691	0.88290581	0.222366361	-121	11.731838	30.04696	15.28050797
2151	"(-2.53, 1.38, -73.4599999999999, -0.034151557415155694)"	0.101568177	54.88633771	0.915514942	0.049146936	-310	57.94571	107.80074	66.67443848
2466	"(-2.53, 1.38, -48.929999999999914, -0.019841849148418456)"	0.195442268	43.07701469	0.868510243	0.061958241	-211	35.01535	97.32089	55.75030296
3021	"(-2.53, 1.38, -131.8299999999999, -0.04363786825554449)"	0.101279675	54.24251452	0.956176099	0.041730212	-412	64.35369	93.12305	75.18527292
1050	"(-2.53, 1.38, 46.45000000000004, 0.04423809523809528)"	0.627913331	22.20239619	0.857747029	0.120942077	-157	22.107828	65.850334	28.91908912
4158	"(-2.53, 1.38, 111.81000000000014, 0.026890331890331926)"	0.296320444	40.62966196	0.924767068	0.056098051	-253	48.81169	82.50006	57.82839326
1257	"(-2.53, 1.38, 167.23000000000008, 0.13303898170246625)"	0.143579708	87.77492333	0.595774427	0.101070388	-229	47.975563	162.03426	49.82134687
2097	"(-2.53, 1.38, 155.72000000000008, 0.07425846447305678)"	0.680768197	28.22818541	0.899343108	0.095495603	-208	27.692965	59.74662	34.93111677
1392	"(-2.53, 1.38, -83.80999999999993, -0.06020833333333329)"	0.139105196	41.39750425	0.90585393	0.065286736	-283	41.521557	83.135376	50.72687694
6438	"(-2.53, 1.38, -800.9599999999997, -0.12441130785958368)"	0.151466175	62.97225958	0.966196149	0.037034896	-430	74.07346	110.67418	83.83875656
1167	"(-2.53, 1.38, 98.65000000000003, 0.08453299057412171)"	0.34603227	33.4529459	0.827579396	0.100491288	-187	29.637205	85.21105	36.07307557
1401	"(-2.53, 1.38, -99.85999999999996, -0.07127765881513201)"	0.310802052	31.39874651	0.851980751	0.088913212	-190	32.807182	69.58058	39.6027342
531	"(-2.53, 1.38, 44.240000000000016, 0.08331450094161962)"	1.059529597	14.83355742	0.932382551	0.170826408	-193	15.146759	24.668081	18.83528124
354	"(-2.53, 1.38, 64.02000000000001, 0.18084745762711868)"	1.096715825	13.88670939	0.909727072	0.202366445	-160	10.287166	26.530304	16.29564796
489	"(-2.53, 1.38, -32.499999999999986, -0.06646216768916152)"	0.80547873	16.83943934	0.877244982	0.168465997	-160	15.372658	38.92108	20.29962919
1014	"(-2.53, 1.38, -46.329999999999956, -0.04569033530571988)"	0.384272759	32.43876938	0.813064827	0.110224309	-157	24.493984	77.8534	33.47485447
1416	"(-2.53, 1.38, 89.97000000000006, 0.06353813559322039)"	0.420131575	32.05631712	0.818842742	0.101655239	-145	29.340832	89.59562	36.04051476
6729	"(-2.53, 1.38, 256.04000000000025, 0.03805023034626248)"	0.255271974	68.76207345	0.876222053	0.047823852	-307	66.00002	112.35618	71.59167436
513	"(-2.53, 1.38, 12.780000000000015, 0.024912280701754417)"	0.44215577	22.85506091	0.853996827	0.137886735	-154	19.21626	59.90431	25.47666105
654	"(-2.53, 1.38, -19.19999999999998, -0.029357798165137585)"	0.421445888	25.88739135	0.820265734	0.129729912	-193	17.70945	50.241505	28.19204379
1269	"(-2.53, 1.38, 25.670000000000044, 0.020228526398739198)"	0.779730802	23.10079762	0.912635333	0.117271023	-196	23.081594	40.166534	28.03065606
1803	"(-2.53, 1.38, -4.359999999999943, -0.002418191902384882)"	0.197099042	47.97639812	0.82183102	0.072444105	-214	35.610897	112.25379	50.38899211
819	"(-2.53, 1.38, 110.28000000000003, 0.13465201465201468)"	0.20761607	41.83727512	0.79129978	0.099291482	-190	31.75874	80.49387	38.18283902
4521	"(-2.53, 1.38, 77.41000000000017, 0.01712231807122322)"	0.28202778	46.29776605	0.91048637	0.054501139	-298	50.264965	94.84014	60.4563925
462	"(-2.53, 1.38, 25.880000000000017, 0.056017316017316056)"	0.89447003	16.170132	0.893593939	0.172669383	-124	13.063644	32.275105	19.44310869
1527	"(-2.53, 1.38, 211.01000000000005, 0.1381859855926654)"	0.393277232	32.72797636	0.875336611	0.090871994	-190	33.574913	61.018375	37.71517276
717	"(-2.53, 1.38, 43.18000000000002, 0.060223152022315235)"	0.622762421	19.74031776	0.84261845	0.144289617	-163	18.538275	46.276684	24.67488911
288	"(-2.53, 1.38, -34.10999999999998, -0.11843749999999992)"	0.178443446	31.57009704	0.788175707	0.138873099	-106	22.514584	63.44943	27.40817281
2304	"(-2.53, 1.38, 118.1100000000001, 0.051263020833333374)"	0.298273175	51.03667503	0.773388629	0.081012993	-202	27.536425	100.54165	47.88161578
810	"(-2.53, 1.38, -84.18999999999997, -0.10393827160493824)"	0.135630691	38.16284827	0.86254096	0.079026362	-172	29.37983	79.11005	44.01184146
570	"(-2.53, 1.38, 28.490000000000027, 0.04998245614035093)"	0.861991711	16.47403591	0.908246956	0.159835349	-163	14.859255	30.140234	20.66543112
1125	"(-2.53, 1.38, 19.110000000000024, 0.016986666666666688)"	0.534965556	24.64471618	0.902802941	0.107534409	-190	28.322292	43.799454	30.90159087
2277	"(-2.53, 1.38, 256.9100000000001, 0.11282828282828286)"	0.187141495	43.59767453	0.918718024	0.059113554	-250	47.917355	75.40047	55.23978104
1215	"(-2.53, 1.38, 36.44000000000003, 0.02999176954732513)"	0.417090414	26.28457903	0.840249154	0.104481687	-175	23.056358	68.61629	34.17220429
1770	"(-2.53, 1.38, 130.49000000000007, 0.07372316384180795)"	0.404308742	34.24475915	0.886954644	0.086218106	-175	37.732365	65.0356	39.23027594
7947	"(-2.53, 1.38, 310.13000000000034, 0.03902478922863978)"	0.448151633	45.72720426	0.921902795	0.052203043	-313	46.982334	95.974045	62.33619679
1737	"(-2.53, 1.38, -75.40999999999994, -0.04341393206678177)"	0.103901511	45.26546418	0.941126814	0.052676157	-235	50.978226	80.656136	60.51444086
1593	"(-2.53, 1.38, 201.79000000000005, 0.12667294413057129)"	0.728486073	24.92993106	0.911113448	0.106858911	-214	21.854538	51.51401	30.81328892
1311	"(-2.53, 1.38, 121.90000000000003, 0.0929824561403509)"	0.483262237	29.77952281	0.802397672	0.11184418	-139	21.991411	67.427666	33.42860137
1488	"(-2.53, 1.38, -39.849999999999945, -0.026780913978494587)"	0.645390159	24.59456084	0.855797656	0.110540794	-223	22.64527	78.62458	31.71228838
546	"(-2.53, 1.38, 44.95000000000002, 0.08232600732600735)"	0.535821453	21.16890775	0.81960964	0.151078193	-121	14.2108555	51.890537	24.22771264
918	"(-2.53, 1.38, 51.78000000000003, 0.056405228758169966)"	0.502483684	26.65304381	0.783518661	0.130819467	-145	20.829636	98.16894	29.26843728
2511	"(-2.53, 1.38, 57.270000000000074, 0.02280764635603348)"	0.283385879	35.3841112	0.900658942	0.066758783	-220	41.989933	77.878456	49.89447726
258	"(-2.53, 1.38, -10.769999999999992, -0.041744186046511596)"	0.704931645	18.24503347	0.77941664	0.220502618	-142	13.408572	35.10532	17.45572259
1416	"(-2.53, 1.38, 53.25000000000004, 0.03760593220338986)"	0.16549574	68.19854118	0.721048239	0.085571644	-217	33.481102	132.70222	48.62135513
825	"(-2.53, 1.38, 114.94000000000003, 0.13932121212121215)"	0.446494988	24.52683885	0.852878286	0.121340464	-166	17.697756	50.48075	28.98868716
1263	"(-2.53, 1.38, 152.94000000000005, 0.12109263657957249)"	0.527037849	23.52997406	0.865204718	0.108571388	-166	22.915031	63.54247	31.93647536
1551	"(-2.53, 1.38, 162.82000000000005, 0.10497743391360416)"	0.619350068	24.73652203	0.869281577	0.107006935	-181	24.0336	74.01861	32.25142086
564	"(-2.53, 1.38, 22.070000000000025, 0.03913120567375891)"	0.893057037	15.97967104	0.915867517	0.159401583	-151	16.292494	27.713818	20.54924971
1221	"(-2.53, 1.38, 97.84000000000003, 0.08013104013104015)"	0.665656739	22.77863243	0.87166762	0.116683944	-163	21.07778	67.13707	29.49573621
1038	"(-2.53, 1.38, -4.959999999999965, -0.0047784200385356124)"	0.142048769	39.90615905	0.874646693	0.073717166	-244	28.468618	69.35721	46.52859788
3573	"(-2.53, 1.38, -169.8199999999999, -0.04752868737755385)"	0.128644089	52.22057309	0.951682584	0.043625561	-361	63.886307	88.69645	72.25836107
3303	"(-2.53, 1.38, 245.89000000000016, 0.0744444444444445)"	0.371238122	40.48047561	0.892733573	0.068160166	-274	40.76621	76.79892	49.3024778
942	"(-2.53, 1.38, 57.430000000000035, 0.060966029723991545)"	0.178192091	40.5474349	0.798694602	0.090598839	-211	28.635511	76.11353	41.45890952
1326	"(-2.53, 1.38, 13.950000000000045, 0.01052036199095026)"	0.607256594	24.12732398	0.904228438	0.10597326	-190	23.52586	57.55566	31.3073853
2979	"(-2.53, 1.38, 152.90000000000015, 0.05132594830480032)"	0.242783742	38.50635244	0.918937021	0.059465714	-220	45.988857	83.50031	54.89956053
4383	"(-2.53, 1.38, -714.5299999999999, -0.16302304357745834)"	0.113777064	59.79985007	0.954194394	0.039458708	-379	70.99077	101.238396	79.67857126
3069	"(-2.53, 1.38, 250.20000000000005, 0.08152492668621703)"	0.47448653	38.96336056	0.829789621	0.081413292	-208	29.916029	86.16888	44.40766533
2571	"(-2.53, 1.38, 167.98000000000008, 0.06533644496304943)"	0.151916093	61.37696965	0.838308097	0.057855556	-202	45.535675	135.34776	61.85467446
1281	"(-2.53, 1.38, -43.52999999999996, -0.03398126463700231)"	0.463800237	28.8429106	0.847922981	0.10564051	-208	23.576206	57.614086	33.49148137
1356	"(-2.53, 1.38, 23.58000000000004, 0.01738938053097348)"	0.487362951	24.35313366	0.894321779	0.099414866	-196	28.555147	61.407726	33.74241132
345	"(-2.53, 1.38, 10.880000000000008, 0.03153623188405799)"	0.429862242	21.09696436	0.83691012	0.160634081	-151	16.184998	43.46871	22.31540341
1389	"(-2.53, 1.38, 1.8000000000000433, 0.0012958963282937678)"	0.614033075	23.10941345	0.881898949	0.10807272	-166	24.885715	76.25805	31.47649378
978	"(-2.53, 1.38, 30.010000000000026, 0.030685071574642155)"	0.583015853	22.30631966	0.861906273	0.121818408	-166	20.043036	53.002563	28.57250345
864	"(-2.53, 1.38, 21.190000000000037, 0.024525462962963006)"	0.151192807	33.82411034	0.865459579	0.080897482	-178	27.9099	90.35828	42.84887872
1473	"(-2.53, 1.38, 30.620000000000054, 0.02078750848608286)"	0.190983169	40.06893344	0.845629744	0.074094424	-157	45.312965	80.114586	47.88014718
630	"(-2.53, 1.38, 43.55000000000002, 0.06912698412698416)"	0.767367211	19.17942273	0.886583317	0.148746	-166	17.762873	39.414154	22.74869061
1131	"(-2.53, 1.38, 88.78000000000003, 0.07849690539345715)"	0.484600489	26.85698656	0.838301945	0.112862395	-205	25.942226	62.568867	31.70819488
534	"(-2.53, 1.38, 5.08000000000002, 0.009513108614232246)"	0.147758625	36.60786876	0.851845025	0.097416897	-199	23.632757	56.330643	36.15150398
6432	"(-2.53, 1.38, 375.57000000000016, 0.05839085820895525)"	0.366283133	53.78773392	0.88915154	0.054064144	-256	49.300606	101.4729	62.40740666
1197	"(-2.53, 1.38, 42.17000000000004, 0.035229741019214736)"	0.951271828	20.36703262	0.943985031	0.122272627	-259	20.052795	34.669746	25.99123439
4863	"(-2.53, 1.38, 212.53000000000014, 0.04370347522105699)"	0.417769586	46.65645286	0.892742836	0.061906481	-280	40.978878	83.24165	54.28236525
2208	"(-2.53, 1.38, 94.06000000000006, 0.042599637681159444)"	0.283728507	36.87884193	0.899387049	0.071062217	-229	38.21158	67.56566	46.93922014
2538	"(-2.53, 1.38, -4.0599999999999135, -0.0015996847911741187)"	0.106735278	53.15758902	0.932973896	0.046619522	-295	58.25894	107.58468	68.97376702
3075	"(-2.53, 1.38, 157.5200000000001, 0.051226016260162634)"	0.302273337	43.54018787	0.861924844	0.066905519	-235	42.514156	93.02164	52.02234365
288	"(-2.53, 1.38, 2.3800000000000123, 0.008263888888888932)"	0.805616598	14.04090688	0.900468624	0.195068393	-118	13.057648	26.213947	17.07913075
1833	"(-2.53, 1.38, -25.569999999999936, -0.013949809056192)"	0.840528233	24.85862894	0.909805976	0.105689877	-220	24.745832	51.86088	31.19888517
1776	"(-2.53, 1.38, 166.23000000000002, 0.09359797297297298)"	0.570541473	33.50241379	0.866694867	0.099828166	-253	21.26703	58.03078	34.67383976
3141	"(-2.53, 1.38, 245.5400000000001, 0.07817255651066543)"	0.280441308	44.28059404	0.880761033	0.063061129	-232	39.60956	88.07519	54.0133882
1686	"(-2.53, 1.38, -127.01999999999995, -0.07533807829181492)"	0.233891671	32.17646609	0.869619103	0.074652034	-196	36.25841	79.524284	46.2115501
7443	"(-2.53, 1.38, 45.900000000000205, 0.006166868198307161)"	0.230131075	64.9062376	0.905004625	0.043780974	-331	61.71955	118.602295	75.71554169
993	"(-2.53, 1.38, 42.48000000000005, 0.04277945619335352)"	0.173679925	49.7040118	0.755539118	0.093149457	-139	47.754597	94.90011	42.62692162
1218	"(-2.53, 1.38, 70.71000000000002, 0.058054187192118245)"	0.624300903	22.88912706	0.880855939	0.113224474	-178	25.353622	66.212814	30.07987697
777	"(-2.53, 1.38, 19.220000000000013, 0.024736164736164752)"	0.586636239	24.94187009	0.849166085	0.132552279	-148	17.477497	52.121902	26.65271258
1086	"(-2.53, 1.38, -29.759999999999945, -0.02740331491712702)"	0.127153431	39.43996792	0.928737339	0.066707437	-289	44.695408	66.671455	48.42326756
1248	"(-2.53, 1.38, -29.57999999999995, -0.023701923076923037)"	0.236963069	33.15378604	0.845307979	0.085006078	-175	32.813316	72.149216	41.74998316
729	"(-2.53, 1.38, 55.75000000000003, 0.07647462277091911)"	0.295080789	40.73014556	0.795821392	0.115271524	-163	29.750349	73.58382	32.70270015
4200	"(-2.53, 1.38, 104.66000000000012, 0.02491904761904765)"	0.18342258	56.71511927	0.851202309	0.05190867	-307	42.8359	115.797295	67.89668394
540	"(-2.53, 1.38, 46.63000000000002, 0.08635185185185189)"	0.922759248	16.07413736	0.922930192	0.163851056	-172	16.334114	28.025352	19.83824072
