sequence_length	hydrophobicity_full	density	radius_of_gyration	sphericity	surface_area_to_volume_ratio	euler_characteristic	inradius	circumradius	hydrodynamic_radius	CPI
1353	(-2.53, 1.38, 31.89000000000005, 0.02356984478935702)	0.6759031311908886	24.396105967384415	0.9130584214389339	0.1078415885459007	-217	26.733799	55.657925	30.467471369690696	1
2007	(-2.53, 1.38, -79.11999999999992, -0.039422022919780725)	0.08837969656543206	52.2180124772671	0.9481922199951948	0.047767182942602425	-337	54.94644	80.83321	66.23617387279705	1
2730	(-2.53, 1.38, -73.3699999999999, -0.02687545787545784)	0.42000211059981696	33.022124261095435	0.9197885805772447	0.07247172920106895	-268	35.534393	66.22223	45.00539911737541	1
2349	(-2.53, 1.38, 62.67000000000006, 0.02667943805874843)	0.1411844897560961	46.31616805215931	0.881389556123663	0.054865845541334154	-235	44.786354	99.799835	62.037070015910096	1
927	(-2.53, 1.38, 5.200000000000028, 0.005609492988133795)	0.6721239377843949	21.378041926383712	0.8702801942984405	0.12779625879766762	-160	18.951	55.146065	26.97391685808088	1
1473	(-2.53, 1.38, 73.04000000000005, 0.049585879158180614)	0.6934768274603719	26.60312013067554	0.897956642449206	0.10814235368992675	-238	18.349588	49.58977	30.89371029677274	1
1542	(-2.53, 1.38, 157.83000000000004, 0.10235408560311286)	0.5573246725361447	26.595764003351082	0.8659797002394913	0.10436138609497868	-154	26.382557	68.58822	33.1950788370427	1
1422	(-2.53, 1.38, -92.03999999999995, -0.06472573839662443)	0.12467052648607857	69.79506269358576	0.7364668428043114	0.07542107805537675	-223	46.142746	147.45876	54.010142118781395	1
7416	(-2.53, 1.38, 859.2900000000002, 0.11586974110032365)	0.2345658345080665	79.85722778285559	0.7676244189146447	0.05110099494367441	-301	50.949753	231.58359	76.47916137761463	1
534	(-2.53, 1.38, -8.069999999999977, -0.015112359550561755)	0.8708126526590823	15.69972762173597	0.9338667952835169	0.15623939313820578	-139	17.379686	29.46789	20.56107311731946	1
1179	(-2.53, 1.38, -115.76999999999998, -0.09819338422391856)	0.18876501704563162	33.19858755230464	0.8833352929995687	0.07713137420740745	-160	30.906042	69.86925	44.031613795496014	1
576	(-2.53, 1.38, 11.16000000000002, 0.019375000000000035)	0.6897603453478086	17.28083514743315	0.8803011627718541	0.1512969456297419	-130	15.953855	44.474308	22.524741655725826	1
4107	(-2.53, 1.38, 195.36000000000016, 0.0475675675675676)	0.24922294404535336	46.85558632431217	0.910069014838224	0.05386413253716899	-316	49.33145	89.81214	61.199412982719885	1
2757	(-2.53, 1.38, 99.56000000000012, 0.03611171563293439)	0.17283309836687155	39.16276741429841	0.8937780848584186	0.05588061581695239	-244	49.899715	84.91796	60.06622928198855	1
2376	(-2.53, 1.38, 63.1900000000001, 0.026595117845117887)	0.6580241958321669	28.37617083897432	0.9043480178130027	0.08978953013955455	-217	30.106503	58.46869	36.94536527662986	1
885	(-2.53, 1.38, 100.70000000000003, 0.11378531073446331)	0.6130504257528449	26.69143720629588	0.8326551790036386	0.13273814212122434	-175	21.20867	56.12094	27.143155352004413	1
4011	(-2.53, 1.38, 228.00000000000014, 0.05684367988032913)	0.23403504520936388	51.433309479821865	0.8940587443707411	0.05421749916734484	-256	50.948097	99.43926	61.88932101328015	1
1311	(-2.53, 1.38, 7.390000000000043, 0.005636918382913839)	0.47511163938168305	28.114640816224014	0.8798348132256408	0.10061489073994619	-247	26.655237	62.701225	33.88892968290243	1
1155	(-2.53, 1.38, -65.08999999999996, -0.05635497835497832)	0.09325518345065936	46.4507681689278	0.8941776561828352	0.06099785999158526	-208	46.442566	96.04367	55.00255227665978	1
6411	(-2.53, 1.38, 615.4000000000002, 0.0959912650132585)	0.16197009665338177	103.46463826240115	0.7643011242824651	0.04759227533018874	-286	70.22458	183.92535	82.47461329087726	1
3042	(-2.53, 1.38, 195.61000000000007, 0.06430309007232086)	0.4412907392391693	34.88188948257358	0.9287206017564922	0.07097005649041756	-214	36.266644	63.89845	45.51567882447412	1
918	(-2.53, 1.38, 49.960000000000036, 0.054422657952069756)	0.43026364874017287	24.464710702412173	0.8119046151862258	0.1202594919349704	-169	17.04572	61.948906	30.725352910000257	1
1554	(-2.53, 1.38, 25.990000000000055, 0.01672458172458176)	0.3684408086453989	34.99497000436137	0.844931682589225	0.09155362303518427	-238	30.980095	80.59003	38.781457263863366	1
2250	(-2.53, 1.38, 204.97000000000008, 0.09109777777777782)	0.5691608859273455	27.255035952816737	0.9218539514512498	0.08622122154470352	-259	29.26242	57.895008	37.74374258830455	1
600	(-2.53, 1.38, 67.44000000000003, 0.11240000000000004)	0.09775747661266526	47.0184322457493	0.7737889093656009	0.08811672663484965	-217	26.954039	100.25476	43.998756079128825	1
1791	(-2.53, 1.38, 118.11000000000006, 0.06594639865996653)	0.37826681185094424	32.89645007538327	0.8820853296052947	0.08405015652093835	-274	27.045174	64.01465	40.464309053250226	1
948	(-2.53, 1.38, 14.10000000000003, 0.014873417721519018)	0.37716979420840163	29.316098524971007	0.8803997429978683	0.10517306180350679	-145	29.682247	54.588226	32.39938975468335	1
3354	(-2.53, 1.38, -6.9699999999998745, -0.002078115682766808)	0.2067972878880283	38.686423075095	0.928669430297862	0.05372946705578337	-283	49.71921	85.60631	60.12395929736862	1
1242	(-2.53, 1.38, 56.20000000000004, 0.0452495974235105)	0.8539471658349875	20.786793825201755	0.9206877983423042	0.11993003120632545	-205	21.655441	44.108852	27.169454598371033	1
921	(-2.53, 1.38, -25.72999999999996, -0.02793702497285555)	0.09908262417154813	42.96944520590913	0.8564849165709577	0.07069882710360927	-190	37.922752	99.82807	49.54380147409509	1
405	(-2.53, 1.38, 27.300000000000015, 0.06740740740740744)	0.4016290812279214	27.66458205250712	0.818032333872213	0.1513936077132109	-145	18.480455	43.99325	24.223854333376114	1
954	(-2.53, 1.38, 77.97000000000004, 0.08172955974842772)	0.872110729033115	19.56278924657733	0.9145670753243423	0.13343241389176963	-184	18.437815	35.50599	24.583535945847117	1
588	(-2.53, 1.38, 16.12000000000002, 0.02741496598639459)	0.6679502901115975	25.059654915923016	0.8238660455621746	0.1561445316846505	-184	16.1912	47.782158	23.320500709938408	1
1080	(-2.53, 1.38, 40.15000000000003, 0.03717592592592595)	0.7594087776590372	21.84805628938688	0.8919305663099769	0.1237662180490607	-256	20.341713	60.488068	27.176159764905105	1
1092	(-2.53, 1.38, 119.59000000000005, 0.10951465201465206)	0.8431792975781163	19.50143494960333	0.9201137568139026	0.12622580287740645	-172	22.472254	40.38705	25.83042720604128	1
624	(-2.53, 1.38, 50.21000000000002, 0.08046474358974362)	0.4272538457164316	31.687392101753666	0.7687164985378554	0.14117347387088944	-139	17.319885	75.90821	27.64406789549422	1
3468	(-2.53, 1.38, -8.789999999999878, -0.0025346020761245324)	0.2669772416351027	52.43637853176484	0.8476481227132748	0.06291247714383107	-220	46.92148	110.41478	56.25600200959182	1
4893	(-2.53, 1.38, 536.8400000000001, 0.1097159207030452)	0.28676615364388036	56.94549549457131	0.8538004948266316	0.05677828064007854	-310	43.879955	121.956085	61.8846038912161	1
4725	(-2.53, 1.38, 333.64000000000016, 0.07061164021164025)	0.25178564833424316	54.71175121043493	0.8584284950837587	0.054483155666936615	-295	48.368748	109.11107	64.14382814713174	1
1398	(-2.53, 1.38, 29.970000000000052, 0.021437768240343383)	0.5080101567247219	24.477367794082383	0.885586389427331	0.101218193155931	-193	29.08947	73.90711	33.46815263843679	1
3693	(-2.53, 1.38, 86.34000000000012, 0.02337936636880588)	0.2818425414433774	41.99997674061342	0.9354165191165276	0.056304211564682766	-274	46.13921	74.79289	56.96070268161802	1
1917	(-2.53, 1.38, -109.41999999999993, -0.05707876890975479)	0.10487087355827962	78.7440428856445	0.783334586038202	0.061092855270090826	-298	37.69058	178.95604	62.68787229757015	1
3174	(-2.53, 1.38, 136.6900000000001, 0.043065532451165754)	0.4799064165530681	34.07190093197646	0.9289383634066245	0.07192507573391434	-298	39.072884	62.041138	44.900794742672296	1
3126	(-2.53, 1.38, -101.93999999999987, -0.0326103646833013)	0.19098645900996805	42.3423932492258	0.8768051980992536	0.056983764356666744	-247	44.569466	114.655396	60.043638761731906	1
1668	(-2.53, 1.38, 56.90000000000007, 0.03411270983213433)	0.24458757994599076	41.383479002595855	0.8088730456869114	0.08174273370893728	-208	34.59258	85.41094	45.37239805558277	1
276	(-2.53, 1.38, 15.030000000000012, 0.05445652173913048)	0.6214965685935948	18.089571560761854	0.8345377437312762	0.19706630981759052	-130	10.819362	39.671764	18.241598269581193	1
636	(-2.53, 1.38, 64.93000000000002, 0.1020911949685535)	0.7580080477457332	20.276993455250825	0.8011284836652534	0.16610847429313103	-172	16.912626	71.27663	22.54380879731562	1
1116	(-2.53, 1.38, -4.189999999999962, -0.0037544802867383173)	0.1690958715247683	37.65232576263363	0.8862309072493031	0.07525669155368592	-217	34.05897	76.09567	44.98101394209658	1
2424	(-2.53, 1.38, 20.570000000000093, 0.008485973597359774)	0.25087423773271395	39.450774531277546	0.8976026912798971	0.06568441571393273	-256	36.25086	84.06802	50.883241206149656	1
1224	(-2.53, 1.38, 94.22000000000003, 0.07697712418300656)	0.09464623701301957	48.55067068313939	0.8908200904202237	0.06015593569285892	-217	43.900444	84.92112	55.98256143023639	1
780	(-2.53, 1.38, -25.659999999999975, -0.032897435897435864)	0.6825158773896299	19.02026827507644	0.9091254217519708	0.1296220301703305	-154	21.948282	49.004284	25.457668881285866	1
1614	(-2.53, 1.38, 51.91000000000003, 0.03216232961586123)	0.4590875333697768	28.045134905889977	0.9043883138947574	0.09086509347488392	-211	26.271044	60.810356	36.506419084212396	1
1479	(-2.53, 1.38, 30.780000000000047, 0.0208113590263692)	0.3781662104753231	31.33028823747227	0.8755841312931809	0.08926189722590618	-244	31.75462	55.783085	38.38462122171256	1
390	(-2.53, 1.38, 47.440000000000005, 0.12164102564102565)	0.8549246430192333	15.038494824464303	0.9039093589860714	0.17899024771452396	-145	13.770977	31.520914	18.542445131566538	1
1515	(-2.53, 1.38, 30.370000000000054, 0.020046204620462083)	0.43221037226393316	28.250166003843965	0.8562007232977905	0.0956428231243637	-181	29.662657	73.535576	36.63475381875494	1
1269	(-2.53, 1.38, 86.58000000000004, 0.06822695035460996)	0.44065089388193707	26.355958021015493	0.8596068489422619	0.10316615644820261	-181	23.17005	62.573174	33.82860872389797	1
2409	(-2.53, 1.38, 147.18000000000006, 0.061095890410958933)	0.19922040904162974	43.46038235003691	0.8667253402535088	0.0623516140763759	-226	39.442413	84.77913	55.51266284777399	1
2859	(-2.53, 1.38, -76.56999999999991, -0.026782091640433686)	0.11216190276059802	51.641912446205275	0.9391278361865685	0.04541273596762197	-343	55.893337	88.56532	70.34267404301514	1
1659	(-2.53, 1.38, -57.58999999999995, -0.03471368294153101)	0.1798060123336922	39.75060691487135	0.9139421788526998	0.06557203848702009	-211	41.888466	73.98705	50.05919355580942	1
4320	(-2.53, 1.38, -52.02999999999986, -0.012043981481481449)	0.180071375270351	46.49927869766763	0.8965854148794321	0.048599022897994684	-238	60.57082	109.74879	68.84969921477081	1
516	(-2.53, 1.38, 42.51000000000002, 0.08238372093023259)	0.9520579480862063	16.42428492378824	0.9049106786134451	0.16734317805791404	-184	15.476055	31.457136	19.811051591228644	1
975	(-2.53, 1.38, 7.140000000000033, 0.007323076923076957)	0.8793765621084135	19.10590720797155	0.933169488997113	0.1293867117802804	-199	20.888773	37.082726	24.846833410900924	1
1119	(-2.53, 1.38, 57.48000000000004, 0.05136729222520111)	0.17552234326518998	37.95512333420364	0.8210614592952867	0.08229056762290504	-157	33.723106	80.771774	44.40128406858426	1
2346	(-2.53, 1.38, 70.59000000000009, 0.030089514066496202)	0.42738968025221014	30.597362754021106	0.9013377218911739	0.07823995965550722	-151	34.286377	74.36934	42.54074485381646	1
1554	(-2.53, 1.38, 26.71000000000005, 0.01718790218790222)	0.4437997690271596	30.89441063336325	0.822440944181464	0.10010109909504186	-205	28.18852	71.0943	36.43994272856526	1
1335	(-2.53, 1.38, 25.610000000000042, 0.019183520599250967)	0.36191919620962915	31.641148857709585	0.8658975376091035	0.09245775800519383	-208	27.337072	68.210815	37.47238987962395	1
516	(-2.53, 1.38, 26.320000000000014, 0.05100775193798453)	0.14266166235190497	35.939117683991746	0.8295847939228419	0.10082145454510907	-184	34.965614	65.061646	35.868029071194414	1
3795	(-2.53, 1.38, -79.82999999999987, -0.02103557312252961)	0.48778219159563385	36.8150596554581	0.9186002610571586	0.06779537617811456	-283	43.253433	82.0337	48.171993087048804	1
690	(-2.53, 1.38, 41.190000000000026, 0.05969565217391308)	0.9139320188168164	16.81694593445819	0.944447511977359	0.14475324130326153	-184	18.20669	28.568802	21.943966453322584	1
378	(-2.53, 1.38, 53.09000000000001, 0.1404497354497355)	0.4473716619405979	33.158997652893504	0.6840900511837169	0.19465526632170824	-139	14.005857	80.05937	22.52899519397296	1
4743	(-2.53, 1.38, -685.1299999999999, -0.14445076955513386)	0.1327638882886396	55.55088398709761	0.9568637208585845	0.040378278525482605	-376	68.465744	98.20754	77.6467650174272	1
2268	(-2.53, 1.38, -0.8299999999999486, -0.0003659611992945099)	0.42106696526847986	30.644405549234055	0.9216137903865638	0.07676478059222637	-223	35.2519	66.89127	42.40433698306888	1
825	(-2.53, 1.38, 72.30000000000003, 0.08763636363636366)	0.5800788726165202	20.507487345009196	0.8670642673955542	0.1290882639994213	-157	19.866621	56.59475	26.802987601733474	1
603	(-2.53, 1.38, 11.470000000000024, 0.01902155887230518)	0.3168792967172688	29.73246200125675	0.7150286419984633	0.14289271477093946	-130	17.40058	77.55426	29.362141594391396	1
384	(-2.53, 1.38, 12.440000000000014, 0.03239583333333337)	0.4432863767108122	22.35024734987364	0.7817815643479795	0.16504408857151706	-118	14.530586	65.11841	23.250690555712808	1
4200	(-2.53, 1.38, 88.44000000000014, 0.02105714285714289)	0.23545250169139972	42.14779040352703	0.9151295869024773	0.052824210059850024	-232	53.12256	90.76983	62.0591248268292	1
7905	(-2.53, 1.38, -171.82999999999979, -0.02173687539531939)	0.2574018263169493	61.889997090061556	0.9023349814233032	0.044302204889170464	-376	53.601303	107.0746	75.04609851875557	1
1209	(-2.53, 1.38, -12.939999999999955, -0.010703060380479698)	0.22709128060581762	30.54245352488625	0.8789038042242479	0.08120674994609067	-142	38.06108	78.21929	42.032747697410166	1
4695	(-2.53, 1.38, 186.14000000000016, 0.03964643237486691)	0.13181935148087026	61.51896558996619	0.9137261679293635	0.04182862247126125	-349	64.53373	145.09271	78.49312679504233	1
1521	(-2.53, 1.38, 100.38000000000005, 0.06599605522682449)	0.17371876637129555	36.64362012896288	0.8610741030914403	0.07281280431845552	-217	44.40744	89.9293	47.84901135593926	1
4665	(-2.53, 1.38, 103.85000000000014, 0.022261521972132933)	0.4429141322275468	39.460590521779075	0.8922180901048993	0.06365011581742244	-238	41.06102	93.67746	52.82640200473472	1
1476	(-2.53, 1.38, 37.870000000000054, 0.025657181571815756)	0.2021566457072792	35.74729270726817	0.8646102720795422	0.07522318616908522	-226	33.109047	76.85415	46.12635522908986	1
1806	(-2.53, 1.38, -27.249999999999954, -0.015088593576965645)	0.38637968755669694	36.75058653444345	0.8008413020151636	0.09321957346128795	-232	25.19587	85.74007	40.1853430621466	1
4200	(-2.53, 1.38, 172.99000000000012, 0.04118809523809527)	0.3194048049296319	52.269686268078985	0.8869096933196389	0.05976388116233835	-268	42.126827	87.51428	56.59825737641218	1
1497	(-2.53, 1.38, 63.68000000000005, 0.04253841015364065)	0.4930925912817473	26.739691755914805	0.8975209187015682	0.0960609764159731	-166	26.512964	60.40054	34.79602854383029	1
813	(-2.53, 1.38, 29.850000000000037, 0.03671586715867163)	0.33703135720746674	28.656933259633476	0.8139849756424165	0.11562624513070842	-154	26.266388	76.857216	31.87487155327537	1
1557	(-2.53, 1.38, 105.18000000000005, 0.06755298651252412)	0.26972073978543126	38.61050687427796	0.806074377980324	0.08608610507709501	-211	22.935587	91.4458	43.232771656627214	1
2112	(-2.53, 1.38, -142.8199999999999, -0.06762310606060602)	0.2810211203095105	32.80895936773889	0.8701717825669236	0.07287293564228195	-235	37.801296	67.19871	47.30967813765701	1
918	(-2.53, 1.38, 89.80000000000001, 0.09782135076252725)	0.14154100945925616	54.12271201140792	0.7829005657848933	0.08446951295589955	-181	35.885662	103.027794	45.36434636667216	1
2769	(-2.53, 1.38, 56.87000000000008, 0.020538100397255357)	0.14471709791988588	47.18515333321437	0.884600614246109	0.05300630822119182	-256	51.246216	103.135254	63.98032775687886	1
1653	(-2.53, 1.38, 118.89000000000006, 0.07192377495462798)	0.3500600660736036	32.45139899839637	0.8749756225488804	0.08584926660494852	-223	36.120674	70.892784	39.938220635230316	1
300	(-2.53, 1.08, 44.34000000000001, 0.14780000000000004)	0.1839753980120954	38.80010194697476	0.7460381937893503	0.14505294102241467	-115	22.62205	73.922775	27.722580547883773	1
7662	(-2.53, 1.38, 163.10000000000025, 0.021286870268859337)	0.30885568251547374	53.05959919148361	0.9260291607717156	0.046113784670618274	-421	57.41671	92.96131	70.25315367279252	1
411	(-2.53, 1.38, 5.340000000000013, 0.01299270072992704)	0.28548738365153997	28.936315571551198	0.8365700860059815	0.13246869939675568	-142	22.782078	54.06164	27.0710843027894	1
1359	(-2.53, 1.38, 99.42000000000006, 0.07315673289183228)	0.1693791758130254	38.120386569344916	0.876267760922643	0.07237254002844397	-190	40.430233	92.08741	47.3053876670158	1
2682	(-2.53, 1.38, 84.13000000000012, 0.03136838180462346)	0.14420246246313412	44.392720190007324	0.9104564426958425	0.052726637694241275	-262	47.7161	98.156044	62.49309062015198	1
1350	(-2.53, 1.38, 47.850000000000044, 0.03544444444444448)	0.6823537427073302	22.42334972641514	0.88649714317865	0.11214784884650215	-205	22.446705	56.499546	30.17539520398791	1
1086	(-2.53, 1.38, 7.480000000000025, 0.006887661141804812)	0.36318646273379046	25.29386671411152	0.8555560880794175	0.10123241827546947	-169	27.141388	82.27726	34.63802785392995	1
936	(-2.53, 1.38, 113.32000000000004, 0.1210683760683761)	0.21400305045774487	32.36367174644029	0.772979032070472	0.10063750952663707	-139	22.991404	87.14069	38.56502885171618	1
2367	(-2.53, 1.38, -188.70999999999992, -0.07972539079002953)	0.12184320556016254	47.760996939008116	0.9302189840645312	0.05036087835422209	-322	52.828007	93.163376	64.03873732352419	1
3204	(-2.53, 1.38, 284.81000000000006, 0.08889200998751562)	0.20054517260612065	58.03776783785656	0.7981125372263053	0.062347449685997904	-247	40.1633	151.64653	60.289048295696176	1
639	(-2.53, 1.38, 62.420000000000016, 0.09768388106416277)	0.2833841102516826	38.390514488085216	0.7027139382417641	0.13587736024836075	-166	16.524971	69.94325	31.419233503159653	1
1521	(-2.53, 1.38, 36.51000000000005, 0.024003944773175575)	0.22530114246322502	41.93898061206055	0.8534755526373551	0.07824912323379674	-232	31.187582	87.47405	44.92113172509511	1
555	(-2.53, 1.38, 3.740000000000018, 0.006738738738738771)	0.7699391030477837	20.308232772170157	0.834147527405917	0.16645504332284236	-184	15.347969	48.36622	21.60635113838158	1
2511	(-2.53, 1.38, -20.249999999999915, -0.008064516129032225)	0.12448367019486198	46.4029450781759	0.9361627790948659	0.04938407927393293	-262	54.73043	85.519646	64.89076940575099	1
981	(-2.53, 1.38, 67.21000000000004, 0.06851172273190625)	0.390515944936119	28.045398982913085	0.8184812347342453	0.11103181777307455	-130	22.038176	67.86509	33.01148626865315	1
2418	(-2.53, 1.38, 78.57000000000009, 0.03249379652605463)	0.25069957537290277	38.987832546276174	0.8807766379451849	0.0674170203569016	-211	38.345715	85.74707	50.52262580388554	1
2229	(-2.53, 1.38, -80.0699999999999, -0.03592193808882902)	0.1686077394446309	39.07598249028205	0.9369822564517941	0.05727920014841416	-286	46.73764	81.88984	55.89757188517447	1
1521	(-2.53, 1.38, 127.52000000000007, 0.08383957922419465)	0.7312463884164314	24.824074627865578	0.9096324912218504	0.10768211226215865	-235	23.671322	47.45535	30.62751238877765	1
1044	(-2.53, 1.38, 101.67000000000003, 0.0973850574712644)	0.968435855618182	19.45989130070961	0.9300009742182723	0.13206794656371038	-220	19.59803	31.86992	24.425329206416794	1
771	(-2.53, 1.38, -24.159999999999975, -0.03133592736705574)	0.16190356608201484	46.58514315965072	0.7234401479267154	0.10219491263095899	-181	19.8929	106.10413	40.577881672043524	1
1176	(-2.53, 1.38, 116.00000000000003, 0.09863945578231295)	0.6776448210958711	21.628672639277468	0.8974973713705198	0.11700147243989885	-163	18.961914	55.570545	28.569112035105277	1
5415	(-2.53, 1.38, 67.83000000000018, 0.012526315789473719)	0.23386765472568008	47.60356438661644	0.9496995212311754	0.04623693853678248	-349	54.63815	94.838936	68.31970226017366	1
987	(-2.53, 1.38, -9.999999999999968, -0.010131712259371801)	0.362976770770738	25.09010211904062	0.8409443331845211	0.10688081673908367	-163	25.247858	76.56437	33.37753365730913	1
417	(-2.53, 1.38, 44.71000000000001, 0.10721822541966429)	0.1975190537539548	36.236240463058756	0.799091523431229	0.12274313426606667	-142	22.70697	61.03824	30.586340716964784	1
894	(-2.53, 1.38, 3.7400000000000286, 0.004183445190156632)	0.3249610926632267	27.758475887321346	0.8478462271592311	0.1054143288329879	-172	27.968468	68.20642	33.56638061527702	1
375	(-2.53, 1.38, 11.940000000000005, 0.031840000000000014)	0.4853789312029952	22.779460964709596	0.8316967196926436	0.16179763332965447	-118	19.762342	42.132454	22.293800035183345	1
1353	(-2.53, 1.38, 98.80000000000004, 0.07302291204730232)	0.7251193093264656	22.072450600778623	0.8872076341701108	0.11485500527971859	-169	22.022606	56.25574	29.440559447168784	1
318	(-2.53, 1.38, 31.920000000000012, 0.10037735849056607)	1.1118048218326158	13.251995703678396	0.9115571067613328	0.20922782957117003	-145	12.41843	24.115385	15.729608864391837	1
1293	(-2.53, 1.38, -46.639999999999944, -0.03607115235885533)	0.6796327673228318	24.419751389276435	0.8942760915626385	0.1128680127987982	-217	20.646729	47.14158	29.722049690533854	1
2379	(-2.53, 1.38, 12.660000000000087, 0.005321563682219457)	0.32762416909861664	36.27562081074976	0.8593829480040449	0.07490612316072313	-235	30.707634	82.04691	46.60335708127185	1
3846	(-2.53, 1.38, 294.85000000000014, 0.07666406656266254)	0.16907481701819937	52.264105264817424	0.885768045420401	0.04963180231089152	-289	43.009525	108.55028	68.24034276916821	1
606	(-2.53, 1.38, 68.49000000000002, 0.11301980198019806)	0.25369871329464594	60.12935639537302	0.6494819909074786	0.14533629638844203	-166	17.479286	104.71501	31.78191432454766	1
1524	(-2.53, 1.38, -161.8499999999999, -0.10620078740157474)	0.13930859041770596	52.58996508527444	0.8102926074047844	0.07034511463280188	-226	30.246628	113.620285	52.63146227726553	1
1497	(-2.53, 1.38, 157.83000000000004, 0.10543086172344691)	0.48175655810583656	25.74589647195338	0.8711862411870541	0.0985848102144275	-220	21.732676	71.06824	34.93013322827629	1
804	(-2.53, 1.38, 72.68000000000002, 0.09039800995024878)	0.5735421382350931	20.127405301215244	0.9072143923278622	0.1256310086522143	-238	20.588594	37.16699	26.32173283507678	1
3660	(-2.53, 1.38, 59.34000000000013, 0.016213114754098396)	0.24284457390465108	42.08864660317935	0.9148768065932688	0.055064147726986985	-283	49.272224	85.08904	59.55109003146641	1
2448	(-2.53, 1.38, -48.999999999999915, -0.02001633986928101)	0.14718959303902263	40.95391525004166	0.8845184847790798	0.056077535564866596	-244	46.136814	103.25066	60.481899467578316	1
1050	(-2.53, 1.38, -36.41999999999996, -0.03468571428571424)	0.614518181525128	24.001306348293557	0.8667937778294348	0.12060257357675498	-187	24.306784	51.36106	28.69781913295924	1
513	(-2.53, 1.38, 2.5000000000000178, 0.004873294346978592)	0.6953990831727791	19.96616615495172	0.8309265579073407	0.164294968906948	-169	16.118149	47.877426	21.975276598611586	1
1818	(-2.53, 1.38, -60.96999999999994, -0.0335368536853685)	0.1838920266029284	38.95793715358104	0.8431381437689909	0.06940483115454807	-211	32.901344	98.750534	51.266399248777404	1
2370	(-2.53, 1.38, 45.31000000000009, 0.019118143459915648)	0.46266699599076294	32.316526826537746	0.8969290044428471	0.07997669515988225	-265	31.930378	66.01026	41.82151222810691	1
1092	(-2.53, 1.38, 82.34000000000003, 0.07540293040293043)	0.5500559293191224	24.461351586048195	0.9197806302300392	0.10842302925261763	-160	26.766876	45.624092	30.082606181549025	1
1920	(-2.53, 1.38, 32.200000000000074, 0.01677083333333337)	0.6254450411649585	25.588141809587672	0.905436036264075	0.09556309352530289	-196	25.574041	57.853622	34.67155174990296	1
4797	(-2.53, 1.38, 23.660000000000196, 0.004932249322493266)	0.14179730491672118	54.61250885597582	0.9558701108629777	0.04077670095837514	-409	69.25619	103.6332	76.96801506237736	1
2412	(-2.53, 1.38, 48.18000000000007, 0.01997512437810948)	0.2124861259398151	80.88202884125236	0.6605751627440438	0.0832302922930576	-190	67.40357	171.11583	54.565431568306096	1
441	(-2.53, 1.38, -39.639999999999986, -0.08988662131519272)	0.4054434912579955	26.310791343427997	0.7750875227635191	0.1589141290652053	-151	16.655506	79.33018	24.35611393161259	1
564	(-2.53, 1.38, 30.100000000000016, 0.05336879432624116)	0.4985289937859255	23.034964848959785	0.8742883512680347	0.13636773167527935	-169	22.602947	39.913834	25.162567106900852	1
3003	(-2.53, 1.38, -176.5099999999999, -0.05877788877788875)	0.11774767903406406	53.394987603369984	0.9365721551309117	0.04459618040412912	-325	54.30728	95.33929	71.82611049477926	1
3984	(-2.53, 1.38, 155.4600000000001, 0.039021084337349424)	0.39637396893440935	44.08119165032472	0.8825716646906933	0.06570173894801876	-250	42.078598	92.17708	51.73618611452404	1
780	(-2.53, 1.38, 14.760000000000026, 0.018923076923076956)	0.4134815864804195	28.34215194815844	0.8390204714580717	0.12043736488990074	-163	22.43052	60.501274	29.68844510148578	1
1188	(-2.53, 1.38, 22.260000000000037, 0.018737373737373768)	0.40324347137245836	27.42907176928942	0.9056778543969037	0.09620179837801099	-208	27.51335	55.291164	34.432163783877925	1
876	(-2.53, 1.38, 45.630000000000024, 0.05208904109589044)	0.2545532049392441	30.71487236200707	0.8599236376975907	0.09557585574190804	-163	27.415915	70.289764	36.50170681474998	1
1725	(-2.53, 1.38, 254.9600000000001, 0.1478028985507247)	0.606336357616861	32.495839551305195	0.877980018352557	0.10374894519716153	-214	24.975004	56.599663	32.9346409122914	1
1386	(-2.53, 1.38, 169.52000000000004, 0.12230880230880234)	0.721746128166407	23.144379270230495	0.9170595981391806	0.11103567770738212	-172	21.57341	47.463768	29.461926820075423	1
1632	(-2.53, 1.38, 48.510000000000076, 0.029724264705882398)	0.3177973223717565	28.656894777377374	0.9061371519899525	0.07976510730672731	-202	36.488926	64.84038	41.50633279734401	1
1335	(-2.53, 1.38, -95.36999999999993, -0.07143820224719097)	0.13683640253101279	37.106506853188996	0.920378561292192	0.06507013812268957	-268	38.145176	74.04064	50.09253752378061	1
1560	(-2.53, 1.38, -23.209999999999955, -0.0148782051282051)	0.24997885419146962	39.81930678666359	0.8691700603878408	0.07796180450654579	-235	37.576572	75.192085	44.27255782535073	1
1452	(-2.53, 1.38, -47.119999999999955, -0.032451790633608785)	0.12790769299012683	41.00757285385154	0.8752016129849387	0.06579807657377629	-280	40.75885	87.2239	52.095468367915885	1
2259	(-2.53, 1.38, 114.05000000000005, 0.050486941124391345)	0.24259968518235087	37.75314536586812	0.917228874631031	0.06584362742813564	-259	37.842545	77.42721	49.67407491004564	1
1923	(-2.53, 1.38, 205.03000000000006, 0.10661986479459182)	0.5611998724358546	29.89126835861468	0.880426547602928	0.09499292066719035	-262	24.691456	65.10973	35.870454918247475	1
2793	(-2.53, 1.38, -200.21999999999989, -0.07168635875402789)	0.11145779777529241	53.84091779249874	0.9434318248248943	0.046170127470285344	-313	55.144466	96.21071	68.87310439969106	1
